observation_date,Consumer Price Index Appliances,Consumer Price Index All Urban Consumers,Consumer Price Index Education,Consumer Price Index Fabric,Consumer Price Index Housing,Consumer Price Index Medical,Consumer Price Index Other Goods and Services,Consumer Price Index Recreation,Consumer Price Index Transportation,Mean Family Income US,Mean Family Income Midwest,Mean Family Income Northeast,Mean Family Income South,Mean Family Income West,Mean Personal Income US,Mean Personal Income Midwest,Mean Personal Income Northeast,Mean Personal Income South,Mean Personal Income West,Average Sale Price Midwest,Average Sale Price Northeast,Average Sale Price South,Average Sale Price US,Average Sale Price West
2021-04-01,119.5,266.62,141.98,272.06,277.44,524.39,472.5,124.26,220.73,122975.0,121750.0,140125.0,110950.0,132525.0,57712.5,55780.0,63105.0,54052.5,61312.5,363800.0,706500.0,372300.0,428600.0,538500.0
2021-05-01,120.61,268.4,142.29,273.14,278.62,523.93,472.74,124.6,225.93,123366.67,122300.0,140266.67,111400.0,132833.33,57903.33,56003.33,63120.0,54313.33,61496.67,374566.67,737800.0,381233.33,441733.33,561300.0
2021-06-01,121.17,270.71,142.43,275.19,279.79,523.12,473.36,124.95,233.5,123758.33,122850.0,140408.33,111850.0,133141.67,58094.17,56226.67,63135.0,54574.17,61680.83,385333.33,769100.0,390166.67,454866.67,584100.0
2021-07-01,121.32,271.96,142.64,276.85,281.08,524.38,476.77,125.63,234.83,124150.0,123400.0,140550.0,112300.0,133450.0,58285.0,56450.0,63150.0,54835.0,61865.0,396100.0,800400.0,399100.0,468000.0,606900.0
2021-08-01,121.57,272.75,142.92,278.06,282.07,524.78,479.11,126.28,234.91,124541.67,123950.0,140691.67,112750.0,133758.33,58475.83,56673.33,63165.0,55095.83,62049.17,400100.0,765633.33,411033.33,477566.67,614833.33
2021-09-01,121.12,273.94,143.38,280.26,283.5,525.1,479.77,126.52,235.99,124933.33,124500.0,140833.33,113200.0,134066.67,58666.67,56896.67,63180.0,55356.67,62233.33,404100.0,730866.67,422966.67,487133.33,622766.67
2021-10-01,122.52,276.53,143.63,282.73,285.5,527.69,483.67,127.5,241.13,125325.0,125050.0,140975.0,113650.0,134375.0,58857.5,57120.0,63195.0,55617.5,62417.5,408100.0,696100.0,434900.0,496700.0,630700.0
2021-11-01,123.62,278.82,143.67,284.68,286.92,529.53,485.15,127.28,247.74,125716.67,125600.0,141116.67,114100.0,134683.33,59048.33,57343.33,63210.0,55878.33,62601.67,413733.33,721400.0,433000.0,497566.67,631333.33
2021-12-01,124.89,280.81,143.76,286.33,288.25,531.04,488.95,127.02,252.96,126108.33,126150.0,141258.33,114550.0,134991.67,59239.17,57566.67,63225.0,56139.17,62785.83,419366.67,746700.0,431100.0,498433.33,631966.67
2022-01-01,125.56,282.54,143.87,288.61,289.92,534.65,491.49,127.99,254.5,126500.0,126700.0,141400.0,115000.0,135300.0,59430.0,57790.0,63240.0,56400.0,62970.0,425000.0,772000.0,429200.0,499300.0,632600.0
2022-02-01,126.13,284.52,143.89,291.42,291.44,536.28,495.47,128.82,257.93,127266.67,127425.0,142241.67,115783.33,136041.67,59770.0,58173.33,63663.33,56692.5,63287.5,431166.67,782866.67,440533.33,507900.0,644166.67
2022-03-01,126.46,287.47,143.66,294.05,293.5,538.97,497.93,129.04,265.5,128033.33,128150.0,143083.33,116566.67,136783.33,60110.0,58556.67,64086.67,56985.0,63605.0,437333.33,793733.33,451866.67,516500.0,655733.33
2022-04-01,125.96,288.58,143.46,296.59,295.47,541.35,499.43,129.57,264.61,128800.0,128875.0,143925.0,117350.0,137525.0,60450.0,58940.0,64510.0,57277.5,63922.5,443500.0,804600.0,463200.0,525100.0,667300.0
2022-05-01,126.53,291.3,143.42,299.75,297.91,543.52,502.7,130.16,269.63,129566.67,129600.0,144766.67,118133.33,138266.67,60790.0,59323.33,64933.33,57570.0,64240.0,438200.0,840733.33,460800.0,523500.0,673300.0
2022-06-01,127.27,295.07,143.6,302.78,300.4,546.84,504.94,130.73,279.43,130333.33,130325.0,145608.33,118916.67,139008.33,61130.0,59706.67,65356.67,57862.5,64557.5,432900.0,876866.67,458400.0,521900.0,679300.0
2022-07-01,127.34,294.94,143.35,305.86,301.9,549.97,506.9,131.1,272.83,131100.0,131050.0,146450.0,119700.0,139750.0,61470.0,60090.0,65780.0,58155.0,64875.0,427600.0,913000.0,456000.0,520300.0,685300.0
2022-08-01,127.49,295.16,143.52,308.42,304.25,553.04,510.91,131.47,266.14,131866.67,131775.0,147291.67,120483.33,140491.67,61810.0,60473.33,66203.33,58447.5,65192.5,416833.33,854733.33,459233.33,520533.33,682366.67
2022-09-01,127.71,296.42,143.59,310.39,306.27,556.56,512.81,131.67,265.78,132633.33,132500.0,148133.33,121266.67,141233.33,62150.0,60856.67,66626.67,58740.0,65510.0,406066.67,796466.67,462466.67,520766.67,679433.33
2022-10-01,127.76,297.98,143.68,312.58,307.99,554.07,514.98,132.71,268.18,133400.0,133225.0,148975.0,122050.0,141975.0,62490.0,61240.0,67050.0,59032.5,65827.5,395300.0,738200.0,465700.0,521000.0,676500.0
2022-11-01,128.39,298.71,144.7,314.07,309.31,551.4,519.16,133.37,267.19,134166.67,133950.0,149816.67,122833.33,142716.67,62830.0,61623.33,67473.33,59325.0,66145.0,413300.0,767233.33,459200.0,515766.67,659233.33
2022-12-01,128.69,298.81,144.86,315.35,311.43,551.94,520.13,133.57,262.09,134933.33,134675.0,150658.33,123616.67,143458.33,63170.0,62006.67,67896.67,59617.5,66462.5,431300.0,796266.67,452700.0,510533.33,641966.67
2023-01-01,129.41,300.46,145.33,316.97,313.78,550.89,522.18,134.12,263.8,135700.0,135400.0,151500.0,124400.0,144200.0,63510.0,62390.0,68320.0,59910.0,66780.0,449300.0,825300.0,446200.0,505300.0,624700.0
